group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 4,CIAPIN1,15.0533495,1.6903555,3.2818887486586395e-51,1.5405341051020982e-50
Cluster 4,DOCK6,15.04825,0.93679136,3.544854084681573e-51,1.663106652667702e-50
Cluster 4,MAPK3,15.047901,0.9549491,3.5636419128055934e-51,1.6714869002972314e-50
Cluster 4,CKLF,15.035074,0.9699582,4.325635967348687e-51,2.0278383774242624e-50
Cluster 4,GEMIN7,15.032684,1.3304571,4.484554947264627e-51,2.1017932322269568e-50
Cluster 4,PPP4R2,15.026489,1.130354,4.9242254769827215e-51,2.30725645208495e-50
Cluster 4,ABR,15.024089,0.818296,5.105828816243795e-51,2.3917265048957316e-50
Cluster 4,PPARA,15.015463,1.2839426,5.815475159650462e-51,2.72344010458942e-50
Cluster 4,SGK2,15.014905,1.3801022,5.864615214513908e-51,2.7457407711613213e-50
Cluster 4,SFPQ,15.008288,1.1937128,6.479814048292963e-51,3.032982946710066e-50
Cluster 4,ANP32A,15.004786,1.6447381,6.831106888509861e-51,3.196582746636721e-50
Cluster 4,UBC,14.996332,1.3459733,7.759042352707287e-51,3.6298649431395905e-50
Cluster 4,TAF7,14.994879,1.0602038,7.930691196369756e-51,3.7092054292681963e-50
Cluster 4,CAMTA1,14.992127,1.1119839,8.26625082489059e-51,3.865146488759044e-50
Cluster 4,UBAC1,14.987699,1.0178427,8.836201826633972e-51,4.1305755264135707e-50
Cluster 4,PYGO2,14.98615,1.3775951,9.044670755815464e-51,4.22693231129699e-50
Cluster 4,ADH5,14.982493,1.4508035,9.556285830367633e-51,4.464874761313809e-50
Cluster 4,GXYLT2,14.972183,1.5729524,1.1159746458500068e-50,5.211344751683326e-50
Cluster 4,NPTN,14.969654,0.37022188,1.159224993228814e-50,5.41191440737485e-50
Cluster 4,GCC2,14.967375,0.7982898,1.1996332298035657e-50,5.599115240060167e-50
Cluster 4,FITM2,14.966992,1.327401,1.2065556770488196e-50,5.629969616575603e-50
Cluster 4,MIPEP,14.950858,1.7604817,1.53755455125678e-50,7.170754154595797e-50
Cluster 4,RUSC1,14.940756,1.2064608,1.789342381389247e-50,8.340718823729226e-50
Cluster 4,LDLR,14.94038,0.7604417,1.7994506471926678e-50,8.385672203098115e-50
Cluster 4,USP11,14.940103,1.228847,1.8069601734461737e-50,8.418495049559081e-50
Cluster 4,ABCF3,14.925573,1.2062236,2.2469511010287925e-50,1.0465680418462196e-49
Cluster 4,PJA2,14.905416,0.42496878,3.0391740875851487e-50,1.4151987022592215e-49
Cluster 4,MORC2,14.897703,0.84697247,3.4110540951594114e-50,1.587956041515562e-49
Cluster 4,ALDH1A1,14.892787,1.1490396,3.671417755059487e-50,1.7087232428057786e-49
Cluster 4,SLC20A2,14.886287,0.84168136,4.046280353966572e-50,1.8827037008999828e-49
Cluster 4,CCNE2,14.882797,1.6107333,4.262989446615053e-50,1.983025848196152e-49
Cluster 4,TMEM109,14.869887,0.95885426,5.170020778775107e-50,2.4043326094030608e-49
Cluster 4,DAG1,14.867073,0.9128741,5.391926143478365e-50,2.506884714184663e-49
Cluster 4,SNHG32,14.861176,1.2091961,5.888247236718348e-50,2.7369361287171155e-49
Cluster 4,SAMD5,14.851578,1.373175,6.795058637981897e-50,3.157621432956179e-49
Cluster 4,SAP30L,14.849376,1.0185933,7.021973364606871e-50,3.2622278111157938e-49
Cluster 4,BSDC1,14.845581,0.6396364,7.430806769896627e-50,3.4512733706479756e-49
Cluster 4,ZDHHC5,14.826121,0.9491457,9.930803433494164e-50,4.611222638262731e-49
Cluster 4,SCMH1,14.824392,1.1064749,1.018975113369678e-49,4.730244883606592e-49
Cluster 4,HNRNPR,14.818202,1.5890692,1.1173607027759198e-49,5.185633402911221e-49
Cluster 4,DLST,14.803154,1.3672997,1.397713492387741e-49,6.4850745749069444e-49
Cluster 4,RASSF7,14.79803,1.0174522,1.5083517006792298e-49,6.996613154601987e-49
Cluster 4,QTRT2,14.795604,1.4670097,1.5637539498491974e-49,7.251738270769596e-49
Cluster 4,TJP3,14.794566,1.0437369,1.5880485448615772e-49,7.36251107140189e-49
Cluster 4,GOPC,14.792581,1.0756136,1.6356013488180416e-49,7.581029044393274e-49
Cluster 4,ZPR1,14.790578,1.6338619,1.685020456197192e-49,7.808082986402077e-49
Cluster 4,CLDN1,14.789354,1.056749,1.715929097808472e-49,7.949268252494968e-49
Cluster 4,WBP4,14.785892,1.2645944,1.8065010453318763e-49,8.366708355117471e-49
Cluster 4,NR1H2,14.784639,0.91762745,1.8404103689792735e-49,8.521571908468646e-49
Cluster 4,TCEAL4,14.784164,0.9524188,1.8534371579911027e-49,8.579689361446637e-49
Cluster 4,PPP2CA,14.783783,1.3542136,1.8639481280631675e-49,8.626134109832056e-49
Cluster 4,DNAAF2,14.778942,1.6753234,2.002870144283051e-49,9.266674113621147e-49
Cluster 4,FKBP3,14.7757,1.8109927,2.1016246406950644e-49,9.721090615182242e-49
Cluster 4,NFE2L3,14.770794,1.1034025,2.26035310154733e-49,1.045261365115024e-48
Cluster 4,RC3H1,14.76862,0.86463314,2.3344610164827316e-49,1.0792549164271675e-48
Cluster 4,C9orf40,14.768055,1.9170415,2.354081048069094e-49,1.0880469814699691e-48
Cluster 4,NAA38,14.767642,0.9601478,2.368571010787933e-49,1.09446405611076e-48
Cluster 4,SETDB2,14.764238,0.9903979,2.4912102174698768e-49,1.150838426888489e-48
Cluster 4,INO80B,14.759048,1.04282,2.690510517232326e-49,1.2425892306951748e-48
Cluster 4,BAHCC1,14.754796,1.1588235,2.8655804506518765e-49,1.3231053893600507e-48
Cluster 4,ZFYVE21,14.747319,1.3689626,3.201322003656654e-49,1.4777472582318978e-48
Cluster 4,SLC25A36,14.728049,0.8643635,4.2582185314394024e-49,1.9651139851963385e-48
Cluster 4,GTF3C2,14.726285,1.4114945,4.370808605531717e-49,2.0165575319032128e-48
Cluster 4,WDR59,14.718429,1.1145921,4.909336748809004e-49,2.264439412771213e-48
Cluster 4,CHDH,14.697939,1.7859812,6.6451868173095955e-49,3.0635380022204916e-48
Cluster 4,KDELR1,14.687567,1.1535481,7.744480360086965e-49,3.5694187427884225e-48
Cluster 4,KHNYN,14.680324,0.9423096,8.617850499093473e-49,3.970940145767541e-48
Cluster 4,PCTP,14.679893,1.7648509,8.672814102788013e-49,3.995246863983315e-48
Cluster 4,CNIH1,14.675597,1.3809829,9.239906943160288e-49,4.2554001423001394e-48
Cluster 4,SSBP3,14.675169,1.2915384,9.298397510266186e-49,4.2812458500863526e-48
Cluster 4,HOXD10,14.665646,0.65058404,1.0699494691980472e-48,4.925094956609313e-48
Cluster 4,HINT2,14.664884,1.9191198,1.08202683827661e-48,4.979419124770394e-48
Cluster 4,CDC42EP1,14.661247,1.2604679,1.1415610575541706e-48,5.2520533954938125e-48
Cluster 4,NTAN1,14.654743,1.2765013,1.2563027368756287e-48,5.778480596663298e-48
Cluster 4,LGMN,14.652193,0.32039145,1.3043711285814899e-48,5.998047832932147e-48
Cluster 4,TRIQK,14.649818,1.0319148,1.350768347892474e-48,6.209820475112601e-48
Cluster 4,COQ10B,14.644283,1.016884,1.465390243594655e-48,6.735051417366323e-48
Cluster 4,SHMT2,14.640632,1.7457247,1.5462498263698423e-48,7.104880245441886e-48
Cluster 4,KIF2A,14.640317,1.2713801,1.5534298313034015e-48,7.136055938355845e-48
Cluster 4,OSGIN2,14.639032,1.3320978,1.5830421578037218e-48,7.26838934289845e-48
Cluster 4,TTL,14.636922,1.1179355,1.6329646946329532e-48,7.495698133116896e-48
Cluster 4,THOC5,14.621941,1.1252472,2.0351516978307177e-48,9.339458541150472e-48
Cluster 4,SIGIRR,14.620642,0.7573744,2.0743703020810815e-48,9.517017000757156e-48
Cluster 4,MTA3,14.617998,1.2907141,2.1564832787134877e-48,9.891230644401362e-48
Cluster 4,PRMT3,14.615353,1.2902596,2.2418914065057888e-48,1.0280364402915575e-47
Cluster 4,CCDC97,14.613975,1.2465278,2.2877265203233393e-48,1.0487881569941319e-47
Cluster 4,CDHR1,14.60748,0.85151154,2.516550285419652e-48,1.1533975902057886e-47
Cluster 4,CCNQ,14.603895,1.6438886,2.652467286899445e-48,1.2153832597520978e-47
Cluster 4,USO1,14.598824,0.8240723,2.8573164989445956e-48,1.308914798019825e-47
Cluster 4,LRRC8D,14.586038,1.2353373,3.44640762373266e-48,1.5783725302907524e-47
Cluster 4,KLF16,14.583462,1.748509,3.578958068977935e-48,1.638661886653234e-47
Cluster 4,PDIA5,14.581601,0.7079459,3.6778755713375585e-48,1.6835254009433114e-47
Cluster 4,OTUD6B,14.566334,1.0049838,4.5991831191765466e-48,2.1047148698958459e-47
Cluster 4,ANKS4B,14.5557165,1.7079129,5.371982935272243e-48,2.4577468417822695e-47
Cluster 4,MTF2,14.55529,0.9550104,5.405625189792014e-48,2.4725121498800447e-47
Cluster 4,SLC29A2,14.55237,1.3711916,5.641446684528975e-48,2.579722568478709e-47
Cluster 4,RTCA,14.54848,1.0860573,5.971527156271357e-48,2.729970566783498e-47
Cluster 4,BLOC1S5,14.541842,1.3710734,6.5797582592869e-48,3.00727093511017e-47
Cluster 4,RMI1,14.53595,1.7795753,7.171230268578251e-48,3.276773182944991e-47
Cluster 4,C9orf64,14.534359,1.8157055,7.339751947273105e-48,3.352927919652358e-47
Cluster 4,HRAS,14.523116,1.353106,8.648719782404459e-48,3.949888260765294e-47
Cluster 4,TMEM9,14.518665,1.2375004,9.229028184290893e-48,4.213850592969026e-47
Cluster 4,PTAR1,14.516479,0.76058924,9.528080085006517e-48,4.3492939882469086e-47
Cluster 4,DNMT3A,14.509709,0.7651808,1.0516587252056583e-47,4.799305852859181e-47
Cluster 4,TAF8,14.509409,1.2588992,1.0562740713014487e-47,4.819150373815452e-47
Cluster 4,ZNF444,14.50892,1.343253,1.0638306409151071e-47,4.852400533883558e-47
Cluster 4,B3GALNT2,14.504355,1.2210631,1.137005187737715e-47,5.184858505092844e-47
Cluster 4,CAPN7,14.50107,0.96737957,1.192767462167351e-47,5.437766935576375e-47
Cluster 4,PHF3,14.50079,0.66285443,1.1976410343425163e-47,5.4586072181113465e-47
Cluster 4,FHDC1,14.498801,1.2949282,1.2328333874803367e-47,5.617589026273005e-47
Cluster 4,ICMT,14.494051,1.0062566,1.3211497751250129e-47,6.018497134007941e-47
Cluster 4,TTC37,14.491409,0.93678117,1.3729704162720716e-47,6.252988594461808e-47
Cluster 4,PLP2,14.486405,1.3331902,1.4767084246776347e-47,6.723752075851922e-47
Cluster 4,ACVR1B,14.486121,0.83173066,1.4828322229437162e-47,6.749933017876892e-47
Cluster 4,RBBP9,14.482081,1.9391751,1.5726205259563802e-47,7.156850165756128e-47
Cluster 4,ZYG11B,14.479057,0.9307729,1.6433597645379728e-47,7.476893582269267e-47
Cluster 4,CUEDC2,14.476044,1.1530061,1.7169861290449558e-47,7.809908191006e-47
Cluster 4,DSC2,14.4695215,0.7969254,1.887819541557912e-47,8.584801128545147e-47
Cluster 4,C9orf152,14.469424,1.8219261,1.8904706536309248e-47,8.59469261411562e-47
Cluster 4,ARFGAP2,14.465418,0.9196194,2.0038425094988623e-47,9.107824826712926e-47
Cluster 4,IL13RA1,14.460024,0.5987562,2.1672326788238848e-47,9.847983823402543e-47
Cluster 4,ALG2,14.458196,0.85834056,2.2255446117830977e-47,1.0110411220019922e-46
Cluster 4,AMBRA1,14.457604,0.7681041,2.244761845432497e-47,1.01951482406489e-46
Cluster 4,UNC45A,14.4550905,1.3946686,2.3282206554965207e-47,1.0571538495588675e-46
Cluster 4,NUBP2,14.446363,1.8916878,2.642764863750515e-47,1.199674406978552e-46
Cluster 4,NADK2,14.44434,1.6585406,2.721544145574794e-47,1.2351255134654344e-46
Cluster 4,DEDD,14.443929,0.918592,2.737792525435199e-47,1.2421873724700711e-46
Cluster 4,NFS1,14.431675,1.542575,3.2704028594740907e-47,1.4834698527099508e-46
Cluster 4,MAP3K21,14.427654,1.2845742,3.4667376820974104e-47,1.5721333265523616e-46
Cluster 4,PRORP,14.422283,1.2813785,3.747391852557184e-47,1.698980719896501e-46
Cluster 4,NPRL3,14.417297,1.6208184,4.0281210850640803e-47,1.8257984576829104e-46
Cluster 4,YDJC,14.408091,1.9314603,4.60262543357054e-47,2.085676539006695e-46
Cluster 4,PSIP1,14.405435,1.4970894,4.783018812460276e-47,2.1668779155897557e-46
Cluster 4,ZDHHC6,14.404181,0.94791967,4.87063248454891e-47,2.2060165890640644e-46
Cluster 4,DNAJC13,14.400625,0.7169081,5.127756516710813e-47,2.3218913535296854e-46
Cluster 4,ADAM10,14.38614,0.6035912,6.322782406946292e-47,2.862291419018203e-46
Cluster 4,SLC25A24,14.377375,0.810496,7.176551788204063e-47,3.247160415720095e-46
Cluster 4,STK3,14.37698,0.92988044,7.2175939188049e-47,3.2649125998441613e-46
Cluster 4,CHORDC1,14.374358,1.6222903,7.496192166820722e-47,3.3900886087765742e-46
Cluster 4,TERF2,14.368843,1.1749368,8.117605996422608e-47,3.6701985248722954e-46
Cluster 4,CLNS1A,14.368682,1.6508173,8.136476148794653e-47,3.67780941914728e-46
Cluster 4,RAP1GDS1,14.368521,1.1854724,8.155484492903242e-47,3.685478953274443e-46
Cluster 4,RRAS2,14.36325,1.5500114,8.800166500431763e-47,3.975817029391963e-46
Cluster 4,SS18L2,14.363157,1.6916703,8.811937745430933e-47,3.980139364857223e-46
Cluster 4,ZNF322,14.361208,1.355614,9.063364361061255e-47,4.092679010553743e-46
Cluster 4,ACTR5,14.360223,1.4868641,9.193150720526811e-47,4.150247892781828e-46
Cluster 4,GALK2,14.359923,1.3115959,9.232930041384681e-47,4.167164476064097e-46
Cluster 4,BCL9L,14.358876,0.7484118,9.373477681540727e-47,4.229541728467327e-46
Cluster 4,CABIN1,14.355873,1.0489323,9.788526859196435e-47,4.415718661588039e-46
Cluster 4,PLEKHA6,14.35462,0.5368909,9.966995260348035e-47,4.4951049053787425e-46
Cluster 4,TTC19,14.35251,1.3280863,1.0274994109830035e-46,4.6328550221051385e-46
Cluster 4,KPNA6,14.350388,0.92116755,1.0594310344434543e-46,4.775637948072866e-46
Cluster 4,SCAMP4,14.348032,1.2111837,1.0960298762828863e-46,4.939382956305556e-46
Cluster 4,PCCB,14.345398,1.7074385,1.138459061979217e-46,5.129314805693787e-46
Cluster 4,GON7,14.343992,1.8445166,1.1617627445613631e-46,5.233003652105038e-46
Cluster 4,ARHGAP44,14.339381,1.538464,1.2415822533567087e-46,5.591145219729538e-46
Cluster 4,TXLNA,14.334599,0.72782487,1.330128453029047e-46,5.9883968099722104e-46
Cluster 4,CABLES2,14.330928,1.6241562,1.4023480923567855e-46,6.311964569236998e-46
Cluster 4,CSNK1G3,14.326578,0.9660373,1.4929738191864662e-46,6.7181961691675074e-46
Cluster 4,MPP7,14.320139,1.383641,1.6379632306613492e-46,7.368794225033046e-46
Cluster 4,MRTO4,14.317313,1.9087262,1.7059171354588716e-46,7.672590692930586e-46
Cluster 4,DPH5,14.314738,1.6546448,1.7703036605957425e-46,7.960195095377967e-46
Cluster 4,MICOS13,14.306886,1.7032981,1.981906325261769e-46,8.909450938903915e-46
Cluster 4,EPB41,14.305671,1.3548214,2.016843879138855e-46,9.064252555870943e-46
Cluster 4,PSPC1,14.305623,0.8229631,2.0182344214052124e-46,9.06824513106129e-46
Cluster 4,PHF2,14.305188,0.8895193,2.0308719164744604e-46,9.12275747952632e-46
Cluster 4,ORMDL1,14.302659,0.6472886,2.106050951286148e-46,9.458111931938638e-46
Cluster 4,ARHGAP4,14.302233,0.6864969,2.119017384846558e-46,9.513977109785964e-46
Cluster 4,LRRC2,14.294102,1.7598473,2.3816039083744384e-46,1.0690281724440868e-45
Cluster 4,TAB3,14.29408,1.304229,2.382334704417517e-46,1.0690904595519765e-45
Cluster 4,PAIP2,14.294036,1.4566712,2.383836905587402e-46,1.0694988035055233e-45
Cluster 4,CARMIL1,14.290159,1.0288012,2.5203423682865334e-46,1.1304605684679141e-45
Cluster 4,OARD1,14.286832,1.1057779,2.6436700616994895e-46,1.1854828401829993e-45
Cluster 4,DAB2IP,14.279916,1.0487827,2.919532696490262e-46,1.308861008769145e-45
Cluster 4,MTG1,14.276947,0.7934669,3.0465708687224567e-46,1.365474726914622e-45
Cluster 4,THEM6,14.275236,1.4628137,3.122272700782553e-46,1.3990570826484204e-45
Cluster 4,TGOLN2,14.273296,0.3173108,3.2103940204892273e-46,1.4381864356733925e-45
Cluster 4,ZNF384,14.271926,0.97715205,3.2740924338759277e-46,1.4663581639615948e-45
Cluster 4,ZER1,14.269211,1.0338804,3.4040909814275063e-46,1.5242022053711362e-45
Cluster 4,CIR1,14.269062,1.1097001,3.411375384779489e-46,1.5270851933155186e-45
Cluster 4,DPY19L1,14.2689085,0.7370451,3.418872088452344e-46,1.5300617638977056e-45
Cluster 4,USP15,14.267184,0.55367476,3.504474095361313e-46,1.5679829834993705e-45
Cluster 4,TMEM70,14.263815,1.7175518,3.677866053832782e-46,1.6451549467454144e-45
Cluster 4,NECTIN2,14.250095,0.6407236,4.4766791443663485e-46,2.0014823468424742e-45
Cluster 4,PYCR3,14.244789,1.987718,4.830034354816559e-46,2.1589297123583523e-45
Cluster 4,BTG2,14.23338,0.29003605,5.686530312515334e-46,2.541137450715216e-45
Cluster 4,PLOD2,14.232778,0.36634928,5.735782705006657e-46,2.562512718629644e-45
Cluster 4,RCC1L,14.232578,1.495765,5.7521431046209876e-46,2.5691862523681867e-45
Cluster 4,ATP11B,14.230104,0.3750741,5.9592856613824165e-46,2.6610479840070147e-45
Cluster 4,MRTFB,14.2227,1.2597026,6.624681240771865e-46,2.9574411333957556e-45
Cluster 4,WBP1,14.213616,0.8358708,7.542728929597157e-46,3.366450791168202e-45
Cluster 4,GALNT6,14.19515,1.1180806,9.817497629560924e-46,4.378473010486816e-45
Cluster 4,SPRYD7,14.191595,1.5772009,1.0328231638318609e-45,4.605116220364381e-45
Cluster 4,MGST2,14.186963,0.92439073,1.1033409523756128e-45,4.9183240972596445e-45
Cluster 4,WAPL,14.181231,0.8071638,1.1972860227016388e-45,5.3357825759985674e-45
Cluster 4,HLTF,14.179939,1.3301824,1.2195164199538844e-45,5.433512832846594e-45
Cluster 4,MNAT1,14.178181,1.3508191,1.2504645919693798e-45,5.5700270354669624e-45
Cluster 4,SCNN1A,14.17223,0.68721056,1.3610926070475524e-45,6.06130956795677e-45
Cluster 4,PNPLA4,14.171507,2.1902723,1.375168343643603e-45,6.122482729170658e-45
Cluster 4,TTPAL,14.171005,1.8087127,1.3850291948273213e-45,6.164864974166077e-45
Cluster 4,SOX12,14.16842,1.8490766,1.4369781486892952e-45,6.394517350673063e-45
Cluster 4,PAAF1,14.163549,1.7269715,1.5401406385605564e-45,6.851899396680593e-45
Cluster 4,YRDC,14.155599,1.5237266,1.724631995805327e-45,7.670789305480935e-45
Cluster 4,KRR1,14.151959,1.4698561,1.8162602038014633e-45,8.076342467433348e-45
Cluster 4,B9D1,14.149918,1.4630468,1.869769085349091e-45,8.312232925463785e-45
Cluster 4,LYN,14.14905,0.8227467,1.8929683157324985e-45,8.413296048608776e-45
Cluster 4,DUSP18,14.138397,1.4199792,2.202450023505487e-45,9.786378573932601e-45
Cluster 4,GTF2A1,14.130689,1.0117412,2.4572780472432958e-45,1.0915996796339345e-44
Cluster 4,MTMR1,14.120639,1.2834847,2.8341027750823733e-45,1.258687356429845e-44
Cluster 4,METTL7B,14.118301,1.4336476,2.929676425954233e-45,1.3008137914895877e-44
Cluster 4,SLC39A7,14.113829,0.6938797,3.1215858104985643e-45,1.3856832980821801e-44
Cluster 4,ZNF830,14.113593,1.2235118,3.132052779264695e-45,1.389987935314865e-44
Cluster 4,HPS3,14.111455,1.206807,3.228463793660638e-45,1.4320707242919138e-44
Cluster 4,AGTPBP1,14.105347,1.0670383,3.5205462521941933e-45,1.5612481390501653e-44
Cluster 4,ARMC8,14.104907,0.75147575,3.542572416110694e-45,1.5706303140222666e-44
Cluster 4,BICRAL,14.10225,1.11595,3.678500348575498e-45,1.6304948280455657e-44
Cluster 4,DNAJC11,14.101832,1.3108913,3.7003639684484436e-45,1.6397833752697425e-44
Cluster 4,USP24,14.1016035,0.6176916,3.712390545857782e-45,1.6447092364352264e-44
Cluster 4,SEPHS1,14.101237,1.3476434,3.731672841707003e-45,1.652846410977313e-44
Cluster 4,DLG3,14.096112,1.3055003,4.012778389856513e-45,1.7769188858270945e-44
Cluster 4,NOL8,14.09428,0.98545486,4.118249093753344e-45,1.8231758307182613e-44
Cluster 4,JRKL,14.0921335,1.1346091,4.245399347802499e-45,1.8790054270249398e-44
Cluster 4,RBM23,14.090725,1.1197485,4.330933913238174e-45,1.91639315376758e-44
Cluster 4,NIPBL,14.090301,0.5418994,4.3570535445326774e-45,1.9274785131595069e-44
Cluster 4,KCTD2,14.0891075,1.4039085,4.431249481546606e-45,1.9598212867442716e-44
Cluster 4,CCSER2,14.0887375,0.58688855,4.454570163370944e-45,1.969652987515977e-44
Cluster 4,ATF1,14.0853195,1.5168431,4.675368542304473e-45,2.066776135543064e-44
Cluster 4,DHX33,14.085292,1.5599307,4.677246792622224e-45,2.067100405804506e-44
Cluster 4,NOL9,14.081253,1.3061409,4.9523892889347185e-45,2.188163586483561e-44
Cluster 4,CISD2,14.08109,1.3647648,4.9638103876227044e-45,2.1926733850217905e-44
Cluster 4,VPS33A,14.07694,1.393113,5.2640870950123424e-45,2.3247465092133255e-44
Cluster 4,SPG11,14.070308,0.8268925,5.781734136134537e-45,2.5527275068537283e-44
Cluster 4,SNRNP70,14.061928,1.0009509,6.508833325067411e-45,2.873050896701719e-44
Cluster 4,NAT10,14.058731,1.4823734,6.809637064776932e-45,3.0050935023397323e-44
Cluster 4,ZDHHC7,14.054543,1.0122836,7.224725794447663e-45,3.1874932420262873e-44
Cluster 4,NEPRO,14.05173,1.0963628,7.517485690163181e-45,3.3158465215673363e-44
Cluster 4,DCTN3,14.046267,1.354869,8.120387157793015e-45,3.580902351536661e-44
Cluster 4,MPHOSPH6,14.041085,1.560113,8.736464771561243e-45,3.8516377159387923e-44
Cluster 4,IVNS1ABP,14.039243,0.43455723,8.966606675943295e-45,3.9521353027626074e-44
Cluster 4,C15orf61,14.039068,1.6892234,8.988680350904987e-45,3.960897749552031e-44
Cluster 4,GPRC5C,14.030833,1.2056634,1.009590124932983e-44,4.4477137048157616e-44
Cluster 4,DHX38,14.027392,0.96758336,1.059766637040505e-44,4.667625836994499e-44
Cluster 4,AGO1,14.019986,1.0122296,1.1763802930056326e-44,5.179974477224022e-44
Cluster 4,RPUSD1,14.018693,1.7486554,1.1980116759072358e-44,5.273938284625272e-44
Cluster 4,SPAST,14.017112,1.0689965,1.2249892108774728e-44,5.391385612972314e-44
Cluster 4,SLC39A4,14.01395,2.0508568,1.2807796416031097e-44,5.635555255377425e-44
Cluster 4,MOAP1,14.009907,1.1733834,1.355827404563534e-44,5.964319432791302e-44
Cluster 4,HMGB3,14.00374,2.2644656,1.4787934774543288e-44,6.503666004839325e-44
Cluster 4,WDR48,13.9964,1.4524908,1.6396892260069245e-44,7.209522289562464e-44
Cluster 4,KRT7,13.99457,1.4229254,1.6824436407643461e-44,7.395707708111627e-44
Cluster 4,GNPNAT1,13.989426,2.039298,1.8086600683899556e-44,7.948596620828868e-44
Cluster 4,PACS1,13.987762,0.8174945,1.8514515556454432e-44,8.134674499232462e-44
Cluster 4,CHCHD5,13.986578,1.4763287,1.8825538408530765e-44,8.26931580105202e-44
Cluster 4,SLC37A3,13.985766,0.49143848,1.90414871882754e-44,8.362139485551488e-44
Cluster 4,HAGH,13.980456,1.1150794,2.051694440242237e-44,9.007901337684004e-44
Cluster 4,TM9SF1,13.967455,0.71001214,2.462696698721546e-44,1.0809765917723304e-43
Cluster 4,ZNF518A,13.964907,0.87865394,2.552407578645699e-44,1.1200820426533181e-43
Cluster 4,TMEM43,13.95534,0.6004102,2.9190633009708946e-44,1.280671649390972e-43
Cluster 4,DMRT2,13.947593,1.9431422,3.254058843444455e-44,1.4272964438892383e-43
Cluster 4,USP36,13.945175,1.0925511,3.366192014393918e-44,1.4761217920331561e-43
Cluster 4,ZC3H12A,13.938549,0.78556573,3.6937553447082666e-44,1.6193696046307812e-43
Cluster 4,GIPC2,13.932437,1.9072057,4.023901032912877e-44,1.7632517556986345e-43
Cluster 4,TMEM259,13.925522,0.47589093,4.432911397798407e-44,1.9415356299161687e-43
Cluster 4,PPP5C,13.924233,1.4826183,4.513608450685894e-44,1.9764001310011123e-43
Cluster 4,GPR107,13.923296,0.52816045,4.573178029041935e-44,2.0019987599621636e-43
Cluster 4,CD3EAP,13.922704,2.2386692,4.611232229025922e-44,2.018168482592101e-43
Cluster 4,WDR45,13.921884,1.0414356,4.664448008430864e-44,2.040964432668877e-43
Cluster 4,BAZ1A,13.917361,0.8406869,4.969127356263076e-44,2.1737524660707027e-43
Cluster 4,P3H2,13.916927,1.179838,4.999389699768504e-44,2.1864611091891416e-43
Cluster 4,MTURN,13.916734,1.0496154,5.012971479370818e-44,2.19187019308664e-43
Cluster 4,ERI2,13.912258,1.4816128,5.336779892727638e-44,2.332322635597185e-43
Cluster 4,OGFOD3,13.908062,1.274258,5.65921609205889e-44,2.4726378947592413e-43
Cluster 4,POP7,13.897239,1.7907774,6.583226681940652e-44,2.875662975870448e-43
Cluster 4,ZNF317,13.896702,1.3296607,6.632784403167128e-44,2.8966099335524067e-43
Cluster 4,BAHD1,13.888903,1.3471678,7.39596634554907e-44,3.229118961990453e-43
Cluster 4,DRAM2,13.887107,0.85135955,7.583735794437436e-44,3.3102997576976364e-43
Cluster 4,PLSCR4,13.877651,0.8608011,8.653306972684607e-44,3.776254647480393e-43
Cluster 4,ZNF362,13.874438,0.87168425,9.04988594292007e-44,3.948365314260706e-43
Cluster 4,SOGA1,13.874293,0.81105393,9.068203370291072e-44,3.9554013637854154e-43
Cluster 4,GPATCH8,13.855838,1.1068467,1.1728010605433312e-43,5.1130954976560786e-43
Cluster 4,HEBP1,13.853718,1.5145242,1.2079468537527917e-43,5.2650505153434495e-43
Cluster 4,RNF170,13.85049,1.056527,1.263481359211372e-43,5.505778567721756e-43
Cluster 4,TRMT2B,13.847299,1.422153,1.3208739016009916e-43,5.754485142366877e-43
Cluster 4,CCDC90B,13.841709,1.5526541,1.427715730152684e-43,6.218449265580599e-43
Cluster 4,REEP1,13.839646,1.5189326,1.4692784968455445e-43,6.3979337101607996e-43
Cluster 4,CHKA,13.8382635,1.330602,1.497808592091283e-43,6.520594878491897e-43
Cluster 4,APPBP2,13.83484,1.1435517,1.5708699619724358e-43,6.837013683610086e-43
Cluster 4,PPRC1,13.83432,1.0975353,1.5822454923280294e-43,6.8848648434842295e-43
Cluster 4,EEFSEC,13.831257,1.5502723,1.6510941060990078e-43,7.182716783410234e-43
Cluster 4,SRD5A1,13.825018,1.7263838,1.8006796127940313e-43,7.831568508630688e-43
Cluster 4,TBCC,13.824714,1.1751004,1.8083025968569564e-43,7.86282886926148e-43
Cluster 4,PRR14L,13.812247,1.0760537,2.1501758562933397e-43,9.347105347362812e-43
Cluster 4,LPCAT2,13.808363,0.8721016,2.2693127247718386e-43,9.8626351826546e-43
Cluster 4,MITD1,13.804068,1.063749,2.4086865474840217e-43,1.0465847371142077e-42
Cluster 4,AOC1,13.780847,0.6715587,3.323503684494588e-43,1.4437293609478773e-42
Cluster 4,UFD1,13.778995,1.4284767,3.409890855606815e-43,1.480899689046365e-42
Cluster 4,POLR3F,13.777936,1.5469539,3.4602248513113592e-43,1.502398181413333e-42
Cluster 4,TXNRD3,13.774931,1.3538798,3.607284362395363e-43,1.565873582118641e-42
Cluster 4,CLTB,13.767432,0.78371084,4.001869284109155e-43,1.7367400993137018e-42
