group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 1,CEACAM6,351.45618,4.306897,0.0,0.0
Cluster 1,CEACAM5,337.75644,4.0918465,0.0,0.0
Cluster 1,PYGB,285.5785,3.4609902,0.0,0.0
Cluster 1,EPCAM,284.7699,3.372243,0.0,0.0
Cluster 1,MUC12,281.92682,3.4436216,0.0,0.0
Cluster 1,ST14,274.54013,3.3924446,0.0,0.0
Cluster 1,SYNGR2,260.30048,3.1422071,0.0,0.0
Cluster 1,CD24,240.13777,3.020157,0.0,0.0
Cluster 1,GPRC5A,233.69499,3.4459262,0.0,0.0
Cluster 1,ELF3,233.46478,3.2387328,0.0,0.0
Cluster 1,KRT8,229.5731,2.830769,0.0,0.0
Cluster 1,MYC,225.92165,3.1512954,0.0,0.0
Cluster 1,CLDN4,222.95537,3.4895892,0.0,0.0
Cluster 1,PRSS23,220.64758,2.8230317,0.0,0.0
Cluster 1,JUN,211.73885,2.8605359,0.0,0.0
Cluster 1,S100A10,199.94489,2.448027,0.0,0.0
Cluster 1,EREG,197.1972,3.5729258,0.0,0.0
Cluster 1,EEF1G,192.23778,2.3448281,0.0,0.0
Cluster 1,LAPTM4B,189.00557,2.9571257,0.0,0.0
Cluster 1,TFRC,187.3413,2.8341823,0.0,0.0
Cluster 1,DAB2,186.56999,2.435863,0.0,0.0
Cluster 1,FTH1,184.68303,2.4625785,0.0,0.0
Cluster 1,KLF5,182.18471,2.538479,0.0,0.0
Cluster 1,GPCPD1,182.04376,2.990799,0.0,0.0
Cluster 1,LCN2,179.98349,2.8254354,0.0,0.0
Cluster 1,HSPA8,177.00116,2.1793807,0.0,0.0
Cluster 1,LGALS3,174.83609,2.2115753,0.0,0.0
Cluster 1,PTP4A3,174.58504,2.756773,0.0,0.0
Cluster 1,NCOA7,173.39949,3.034695,0.0,0.0
Cluster 1,STT3B,169.99318,2.3634512,0.0,0.0
Cluster 1,CTNND1,168.78258,2.209694,0.0,0.0
Cluster 1,SPINT2,167.8018,2.4294956,0.0,0.0
Cluster 1,ITGA6,166.21136,2.5426347,0.0,0.0
Cluster 1,YWHAZ,165.60062,2.1201181,0.0,0.0
Cluster 1,GLCE,165.58412,2.6242719,0.0,0.0
Cluster 1,TMEM45B,165.06566,2.9512658,0.0,0.0
Cluster 1,EEF1B2,161.57758,2.0903327,0.0,0.0
Cluster 1,ID1,160.27495,3.0508149,0.0,0.0
Cluster 1,TRIM31,157.95828,3.6252446,0.0,0.0
Cluster 1,GSTP1,157.40604,2.3165805,0.0,0.0
Cluster 1,NME2,155.8555,2.00179,0.0,0.0
Cluster 1,VEGFA,155.69633,2.8210716,0.0,0.0
Cluster 1,HSP90AA1,154.84705,2.0561855,0.0,0.0
Cluster 1,AREG,152.87181,3.2963338,0.0,0.0
Cluster 1,CXCL2,151.7106,3.5280244,0.0,0.0
Cluster 1,PLBD1,150.99205,2.635257,0.0,0.0
Cluster 1,HSP90AB1,150.72404,2.0998726,0.0,0.0
Cluster 1,CD9,150.61934,2.0763388,0.0,0.0
Cluster 1,SLC3A2,148.30724,2.6814835,0.0,0.0
Cluster 1,ACTG1,148.26851,1.8894572,0.0,0.0
Cluster 1,MYH14,148.0111,2.4730318,0.0,0.0
Cluster 1,TM9SF2,147.30273,2.074255,0.0,0.0
Cluster 1,KIF5B,147.28268,2.1457725,0.0,0.0
Cluster 1,CD47,146.89233,2.4822707,0.0,0.0
Cluster 1,FAT1,144.83084,2.5294096,0.0,0.0
Cluster 1,NQO1,144.5873,2.2638423,0.0,0.0
Cluster 1,HIST1H1B,143.23375,2.3188505,0.0,0.0
Cluster 1,CHCHD2,143.22867,1.9366558,0.0,0.0
Cluster 1,EIF6,143.1802,2.3075442,0.0,0.0
Cluster 1,PHGR1,143.17542,1.7696595,0.0,0.0
Cluster 1,SELENBP1,142.98555,2.678594,0.0,0.0
Cluster 1,GPX2,142.12114,2.5099738,0.0,0.0
Cluster 1,PPDPF,141.76411,1.9579388,0.0,0.0
Cluster 1,MIF,141.33775,2.0827892,0.0,0.0
Cluster 1,ACSL5,140.46857,2.3642905,0.0,0.0
Cluster 1,MUC13,140.14607,2.7860878,0.0,0.0
Cluster 1,TMEM123,139.76787,2.2648587,0.0,0.0
Cluster 1,EPPK1,139.3253,2.698473,0.0,0.0
Cluster 1,HNRNPA2B1,139.1221,1.8258129,0.0,0.0
Cluster 1,FABP1,139.06511,2.2218041,0.0,0.0
Cluster 1,CXCL3,138.70023,3.3896222,0.0,0.0
Cluster 1,AKAP1,137.7909,2.4543805,0.0,0.0
Cluster 1,APLP2,136.29419,2.0475616,0.0,0.0
Cluster 1,ERGIC3,136.01013,1.9274789,0.0,0.0
Cluster 1,PRKDC,135.96133,2.3984196,0.0,0.0
Cluster 1,CFL1,134.37451,1.6776266,0.0,0.0
Cluster 1,HIST1H1C,133.29787,1.9085006,0.0,0.0
Cluster 1,LBR,132.89276,2.2263632,0.0,0.0
Cluster 1,PSMA7,132.63597,2.0175388,0.0,0.0
Cluster 1,LRATD1,131.05115,2.7792783,0.0,0.0
Cluster 1,ENC1,131.01534,2.3461556,0.0,0.0
Cluster 1,LSR,130.67606,2.5204477,0.0,0.0
Cluster 1,SOX4,130.59978,2.207642,0.0,0.0
Cluster 1,SMARCC1,129.84077,2.1890945,0.0,0.0
Cluster 1,VAV3,129.6114,2.133336,0.0,0.0
Cluster 1,ATP9A,129.53748,2.3885736,0.0,0.0
Cluster 1,MCM4,128.85533,2.449288,0.0,0.0
Cluster 1,CTTN,127.74848,1.8956552,0.0,0.0
Cluster 1,HSPE1,127.13799,2.1121912,0.0,0.0
Cluster 1,EIF3B,127.114204,2.0897803,0.0,0.0
Cluster 1,ZFP36L2,127.08588,1.8341255,0.0,0.0
Cluster 1,MCL1,127.008255,1.6571072,0.0,0.0
Cluster 1,CST3,126.829124,1.5871258,0.0,0.0
Cluster 1,MAL2,126.46841,2.1987042,0.0,0.0
Cluster 1,RRBP1,126.245026,2.1385264,0.0,0.0
Cluster 1,SRPK1,125.23813,2.087069,0.0,0.0
Cluster 1,FASN,124.43459,2.404678,0.0,0.0
Cluster 1,TBL1XR1,123.97122,2.1086557,0.0,0.0
Cluster 1,TOB1,123.78644,2.3876262,0.0,0.0
Cluster 1,ALPK3,123.54047,2.7182744,0.0,0.0
Cluster 1,TMPRSS4,122.764656,2.408687,0.0,0.0
Cluster 1,YBX1,122.71395,1.6327019,0.0,0.0
Cluster 1,H3F3A,122.58545,1.5797536,0.0,0.0
Cluster 1,HSPD1,122.49588,2.1385086,0.0,0.0
Cluster 1,STT3A,122.46077,2.119539,0.0,0.0
Cluster 1,TM4SF1,122.285324,2.6296496,0.0,0.0
Cluster 1,PATJ,122.084885,2.3020763,0.0,0.0
Cluster 1,SERINC3,122.00767,2.05692,0.0,0.0
Cluster 1,SELENOH,121.964165,1.7913085,0.0,0.0
Cluster 1,ENTPD6,121.514755,2.5209236,0.0,0.0
Cluster 1,OAZ1,121.13682,1.5672276,0.0,0.0
Cluster 1,NDUFB9,120.88092,2.0675814,0.0,0.0
Cluster 1,IL32,120.78075,1.9838797,0.0,0.0
Cluster 1,ETS2,120.740524,1.9286078,0.0,0.0
Cluster 1,TSPAN8,120.14587,1.6806453,0.0,0.0
Cluster 1,SOD2,118.85259,1.782602,0.0,0.0
Cluster 1,DUS1L,118.33028,2.0644567,0.0,0.0
Cluster 1,MUC1,118.164665,2.4870014,0.0,0.0
Cluster 1,ILF3,118.039734,2.0765238,0.0,0.0
Cluster 1,MAT2A,117.82621,2.0011117,0.0,0.0
Cluster 1,JUP,117.28927,2.0173326,0.0,0.0
Cluster 1,PDIA3,116.8783,1.9548934,0.0,0.0
Cluster 1,HNRNPA3,116.532036,1.6512713,0.0,0.0
Cluster 1,RTN3,116.079315,1.9382404,0.0,0.0
Cluster 1,HSPH1,115.882904,2.0843759,0.0,0.0
Cluster 1,TM9SF3,115.63263,1.7651074,0.0,0.0
Cluster 1,JUNB,115.36036,1.7001791,0.0,0.0
Cluster 1,DHCR24,114.65587,2.7400627,0.0,0.0
Cluster 1,ITPR3,114.59263,2.3181198,0.0,0.0
Cluster 1,PTPRK,114.21876,2.2976665,0.0,0.0
Cluster 1,RAB5IF,113.79835,2.231271,0.0,0.0
Cluster 1,FASTKD2,113.654526,2.4356523,0.0,0.0
Cluster 1,MCM7,113.362495,2.1531236,0.0,0.0
Cluster 1,LRPPRC,112.377106,1.9374771,0.0,0.0
Cluster 1,CCT6A,112.36521,1.9222414,0.0,0.0
Cluster 1,CD46,112.2021,2.313156,0.0,0.0
Cluster 1,TKT,112.146355,2.088484,0.0,0.0
Cluster 1,TRAM1,111.939644,1.7453007,0.0,0.0
Cluster 1,GTF3A,111.89263,1.9958966,0.0,0.0
Cluster 1,PSMB1,111.88352,1.8273656,0.0,0.0
Cluster 1,S100A11,111.62386,1.4969022,0.0,0.0
Cluster 1,EGR1,111.42053,1.7716364,0.0,0.0
Cluster 1,SLC38A1,111.37743,2.0649629,0.0,0.0
Cluster 1,STAU1,111.35202,1.8131037,0.0,0.0
Cluster 1,SRPRB,111.33484,2.296021,0.0,0.0
Cluster 1,OGT,111.005585,2.207505,0.0,0.0
Cluster 1,XRN2,110.98822,2.038977,0.0,0.0
Cluster 1,SERPINB1,110.77443,1.827153,0.0,0.0
Cluster 1,HNF4A,110.56969,2.1507814,0.0,0.0
Cluster 1,IER2,110.14717,2.0804625,0.0,0.0
Cluster 1,S100A6,109.74391,1.3434643,0.0,0.0
Cluster 1,LAMP1,109.71209,1.6806306,0.0,0.0
Cluster 1,ATP1B1,109.08396,2.5451798,0.0,0.0
Cluster 1,MLEC,108.96482,2.0372188,0.0,0.0
Cluster 1,HSF1,107.87194,1.9494635,0.0,0.0
Cluster 1,NELFCD,107.70921,1.9948967,0.0,0.0
Cluster 1,PDHA1,107.36794,1.8110117,0.0,0.0
Cluster 1,KTN1,106.71572,1.858998,0.0,0.0
Cluster 1,ZC3H15,106.680626,1.950277,0.0,0.0
Cluster 1,AXIN2,106.47329,2.8829103,0.0,0.0
Cluster 1,ATP1A1,106.12308,2.014063,0.0,0.0
Cluster 1,TSPOAP1,105.93176,2.627883,0.0,0.0
Cluster 1,VMP1,105.90871,1.9377489,0.0,0.0
Cluster 1,DNTTIP1,105.49763,2.6270034,0.0,0.0
Cluster 1,APCDD1,105.18519,2.4518576,0.0,0.0
Cluster 1,CD44,105.15597,1.9353362,0.0,0.0
Cluster 1,PCMTD1,104.69509,1.8048636,0.0,0.0
Cluster 1,SLC16A1,104.55689,2.3438644,0.0,0.0
Cluster 1,EZR,104.551956,2.1119401,0.0,0.0
Cluster 1,SYNE2,104.218666,1.8559397,0.0,0.0
Cluster 1,AHSA1,104.08909,1.8206161,0.0,0.0
Cluster 1,SLC39A8,103.78583,2.343201,0.0,0.0
Cluster 1,SLC7A5,103.51037,2.6781375,0.0,0.0
Cluster 1,CTSA,103.32277,1.7114267,0.0,0.0
Cluster 1,PGRMC1,103.19141,2.0216806,0.0,0.0
Cluster 1,RNF7,103.118385,1.5984083,0.0,0.0
Cluster 1,VDAC3,103.052895,1.857272,0.0,0.0
Cluster 1,ERO1A,102.325264,2.3604558,0.0,0.0
Cluster 1,CPNE1,102.3106,2.0127463,0.0,0.0
Cluster 1,UQCRC1,102.11956,1.6149179,0.0,0.0
Cluster 1,GOLIM4,102.11527,2.119924,0.0,0.0
Cluster 1,PDZD8,102.04964,2.1125708,0.0,0.0
Cluster 1,TSPAN6,102.002716,2.1148026,0.0,0.0
Cluster 1,BRD2,101.824844,1.7305027,0.0,0.0
Cluster 1,PSMF1,101.65435,1.7662122,0.0,0.0
Cluster 1,KRT23,101.60754,2.0311635,0.0,0.0
Cluster 1,IFT57,101.59423,1.8712025,0.0,0.0
Cluster 1,TUBA1C,101.39098,1.9586831,0.0,0.0
Cluster 1,ITPRID2,101.26082,2.1128998,0.0,0.0
Cluster 1,BAG6,101.11218,1.6875015,0.0,0.0
Cluster 1,PI3,100.57651,2.4009113,0.0,0.0
Cluster 1,FOS,100.544914,1.8346242,0.0,0.0
Cluster 1,ZFP36L1,100.194756,1.9961948,0.0,0.0
Cluster 1,S100P,100.01718,2.5396695,0.0,0.0
Cluster 1,STAU2,99.8186,1.7980236,0.0,0.0
Cluster 1,CLDN3,99.717514,2.6451967,0.0,0.0
Cluster 1,TOP1MT,99.59712,2.0792801,0.0,0.0
Cluster 1,KLF6,99.5406,1.7128842,0.0,0.0
Cluster 1,CYC1,99.31619,1.834993,0.0,0.0
Cluster 1,DSG2,99.265465,2.2179012,0.0,0.0
Cluster 1,CTBP2,98.98857,1.7559003,0.0,0.0
Cluster 1,BZW2,98.96909,2.004371,0.0,0.0
Cluster 1,PRDX2,98.60517,1.6402395,0.0,0.0
Cluster 1,ATP11A,98.58978,2.7159898,0.0,0.0
Cluster 1,MTDH,98.486595,2.029544,0.0,0.0
Cluster 1,GGH,98.08136,2.6459036,0.0,0.0
Cluster 1,PDZK1IP1,97.950294,2.550047,0.0,0.0
Cluster 1,FERMT1,97.802155,1.9773662,0.0,0.0
Cluster 1,FAM3D,97.733444,1.9406017,0.0,0.0
Cluster 1,NUS1,97.60614,1.7746533,0.0,0.0
Cluster 1,ATP2C1,97.0829,1.9328209,0.0,0.0
Cluster 1,LGALS3BP,97.04495,1.7270126,0.0,0.0
Cluster 1,CLDN7,96.8777,1.953673,0.0,0.0
Cluster 1,UBA52,96.651474,1.249394,0.0,0.0
Cluster 1,WDR45B,96.63784,2.1236753,0.0,0.0
Cluster 1,TOP1,96.31178,1.8828024,0.0,0.0
Cluster 1,TPD52,96.26545,1.8429936,0.0,0.0
Cluster 1,CFB,95.6084,2.7783563,0.0,0.0
Cluster 1,REXO2,95.52604,1.6849838,0.0,0.0
Cluster 1,STK38,95.242,2.0660923,0.0,0.0
Cluster 1,ATP1B3,95.23365,2.214357,0.0,0.0
Cluster 1,ANXA2,94.99089,1.4549744,0.0,0.0
Cluster 1,EPS8L3,94.88149,2.3045154,0.0,0.0
Cluster 1,HYOU1,94.87917,2.154335,0.0,0.0
Cluster 1,ASPH,94.83874,1.8177208,0.0,0.0
Cluster 1,TUFM,94.659035,1.7273061,0.0,0.0
Cluster 1,PRPF6,94.62044,1.9287001,0.0,0.0
Cluster 1,EFNA1,94.47378,2.734991,0.0,0.0
Cluster 1,ATP10B,94.35005,2.4380922,0.0,0.0
Cluster 1,FTL,94.32609,1.1524302,0.0,0.0
Cluster 1,PLCB4,94.05434,2.2438862,0.0,0.0
Cluster 1,FAM83H,93.99638,2.4219182,0.0,0.0
Cluster 1,MROH1,93.60027,2.3567863,0.0,0.0
Cluster 1,HDGF,93.5328,1.7840132,0.0,0.0
Cluster 1,DKC1,93.52946,2.0186853,0.0,0.0
Cluster 1,MARCKS,93.48705,1.500385,0.0,0.0
Cluster 1,CALR,93.446396,1.6444614,0.0,0.0
Cluster 1,WDR43,93.43841,2.2054875,0.0,0.0
Cluster 1,DDX27,93.38088,2.0356374,0.0,0.0
Cluster 1,PTBP3,93.1361,1.5679342,0.0,0.0
Cluster 1,LMO7,93.07496,2.4816434,0.0,0.0
Cluster 1,MLLT6,92.972534,1.627995,0.0,0.0
Cluster 1,BSG,92.46392,1.7344586,0.0,0.0
Cluster 1,NDUFAF8,92.45786,1.7308683,0.0,0.0
Cluster 1,CD151,92.239876,1.6530299,0.0,0.0
Cluster 1,SPINK1,92.188225,2.3595178,0.0,0.0
Cluster 1,ERBB3,92.15029,2.279914,0.0,0.0
Cluster 1,B4GALT5,91.84962,1.9606954,0.0,0.0
Cluster 1,C12orf75,91.6204,1.7947469,0.0,0.0
Cluster 1,ANAPC11,91.61959,1.7100459,0.0,0.0
Cluster 1,SCD,91.52787,2.4572313,0.0,0.0
Cluster 1,CASK,91.18444,1.8343401,0.0,0.0
Cluster 1,TSPAN3,91.05358,1.5866891,0.0,0.0
Cluster 1,AVL9,90.94611,2.0355976,0.0,0.0
Cluster 1,ESRP1,90.68676,2.041744,0.0,0.0
Cluster 1,DSTN,90.6506,1.1699259,0.0,0.0
Cluster 1,DOK4,90.58871,2.2187605,0.0,0.0
Cluster 1,CXCL1,90.576904,2.6293626,0.0,0.0
Cluster 1,TMSB10,90.543495,1.4160316,0.0,0.0
Cluster 1,CKB,90.382996,2.2684803,0.0,0.0
Cluster 1,PRSS8,90.312164,2.0805588,0.0,0.0
Cluster 1,CEBPD,90.054115,1.951321,0.0,0.0
Cluster 1,MGAT4B,90.021996,1.6093323,0.0,0.0
Cluster 1,IFRD2,89.515724,2.111434,0.0,0.0
Cluster 1,SDC4,89.511696,2.3061383,0.0,0.0
Cluster 1,THOC7,89.42505,1.6544912,0.0,0.0
Cluster 1,SMS,89.35557,1.7865916,0.0,0.0
Cluster 1,CYB5B,89.270256,1.7229495,0.0,0.0
Cluster 1,DHX15,89.26494,1.8691051,0.0,0.0
Cluster 1,EI24,88.987686,1.8966947,0.0,0.0
Cluster 1,IDH2,88.90367,1.6418887,0.0,0.0
Cluster 1,SPTAN1,88.543434,1.4915912,0.0,0.0
Cluster 1,ARGLU1,88.50686,1.9339328,0.0,0.0
Cluster 1,EIF4G1,88.40837,1.972826,0.0,0.0
Cluster 1,ATF3,88.35721,2.9844573,0.0,0.0
Cluster 1,NUPR1,88.20846,1.5365238,0.0,0.0
Cluster 1,UBP1,88.1776,1.7189907,0.0,0.0
Cluster 1,CDC25B,88.0641,2.2184067,0.0,0.0
Cluster 1,SQSTM1,88.00224,1.6479551,0.0,0.0
Cluster 1,LMNA,87.90794,1.2104369,0.0,0.0
Cluster 1,HSPA1B,87.739456,1.9473777,0.0,0.0
Cluster 1,IFITM3,87.73458,1.4788382,0.0,0.0
Cluster 1,DACH1,87.69636,2.3628967,0.0,0.0
Cluster 1,CDH1,87.556244,2.184371,0.0,0.0
Cluster 1,CNBP,87.45114,1.6159165,0.0,0.0
Cluster 1,EIF4A1,87.11118,1.355083,0.0,0.0
Cluster 1,NPDC1,86.81577,1.6492374,0.0,0.0
Cluster 1,MISP,86.74862,1.8199761,0.0,0.0
Cluster 1,LACTB2,86.731705,2.3680673,0.0,0.0
Cluster 1,TMEM63A,86.7274,2.0825558,0.0,0.0
Cluster 1,ZBTB38,86.71414,1.6869568,0.0,0.0
Cluster 1,RNF43,86.698296,2.5421662,0.0,0.0
Cluster 1,EEF2,86.66048,1.1248289,0.0,0.0
Cluster 1,TNFRSF21,86.62975,2.2857432,0.0,0.0
Cluster 1,NCL,86.61544,1.7757552,0.0,0.0
Cluster 1,SRSF3,86.32024,1.6528397,0.0,0.0
Cluster 1,NCBP2,86.134056,1.7839941,0.0,0.0
Cluster 1,ROMO1,85.905556,1.7636441,0.0,0.0
Cluster 1,CCL20,85.890884,3.3802145,0.0,0.0
Cluster 1,PAWR,85.76668,1.8726223,0.0,0.0
Cluster 1,MYBL2,85.72917,2.3016796,0.0,0.0
Cluster 1,PRPF40A,85.3275,1.7603633,0.0,0.0
Cluster 1,MANF,85.096596,1.8516166,0.0,0.0
Cluster 1,RBM39,85.01785,2.0150316,0.0,0.0
Cluster 1,BHLHE40,84.847626,1.9049692,0.0,0.0
Cluster 1,GRINA,84.65984,1.8709158,0.0,0.0
Cluster 1,INTS8,84.65684,2.0506341,0.0,0.0
Cluster 1,STX3,84.63279,1.8829044,0.0,0.0
Cluster 1,H1F0,84.408325,1.8728971,0.0,0.0
Cluster 1,C19orf33,83.99804,1.6479095,0.0,0.0
Cluster 1,NDUFA4,83.97842,1.304159,0.0,0.0
Cluster 1,DDRGK1,83.8888,2.1332016,0.0,0.0
Cluster 1,ASS1,83.72244,1.7845811,0.0,0.0
Cluster 1,HNRNPL,83.71792,1.4954314,0.0,0.0
Cluster 1,SRC,83.59113,2.0607994,0.0,0.0
Cluster 1,PDIA6,83.58423,1.8007696,0.0,0.0
Cluster 1,PERP,83.51307,2.0979092,0.0,0.0
Cluster 1,SERBP1,83.505226,1.6815877,0.0,0.0
Cluster 1,TPD52L2,83.497986,1.814879,0.0,0.0
Cluster 1,SPINT1,83.343376,2.0945933,0.0,0.0
Cluster 1,UBE2I,83.31798,1.6286007,0.0,0.0
Cluster 1,ENY2,83.302475,1.6471926,0.0,0.0
Cluster 1,PUF60,83.25344,1.9682096,0.0,0.0
Cluster 1,DNAJB11,83.24712,1.9630779,0.0,0.0
Cluster 1,RB1CC1,83.14432,1.8250934,0.0,0.0
Cluster 1,TMEM106C,83.03367,1.6335394,0.0,0.0
Cluster 1,FXYD3,83.03158,1.8127946,0.0,0.0
Cluster 1,DDX5,82.980705,1.1911486,0.0,0.0
Cluster 1,SUMF2,82.946686,1.6681741,0.0,0.0
Cluster 1,SLC12A2,82.85548,1.8094034,0.0,0.0
Cluster 1,NCKAP1,82.813545,1.6522795,0.0,0.0
Cluster 1,U2SURP,82.72148,1.9332005,0.0,0.0
Cluster 1,GNL3,82.542816,2.1256597,0.0,0.0
Cluster 1,HDAC2,82.53649,1.9216477,0.0,0.0
Cluster 1,DSP,82.44662,1.7754987,0.0,0.0
Cluster 1,AKIRIN2,82.41783,1.8754748,0.0,0.0
Cluster 1,SRSF2,82.35906,1.7344984,0.0,0.0
Cluster 1,SENP6,82.32676,1.6886073,0.0,0.0
Cluster 1,APP,82.11257,1.0828246,0.0,0.0
Cluster 1,CCNL1,82.106636,2.154065,0.0,0.0
Cluster 1,QARS,81.74962,1.6018631,0.0,0.0
Cluster 1,SLC25A39,81.404625,1.6984439,0.0,0.0
Cluster 1,TMX2,81.334595,2.0329587,0.0,0.0
Cluster 1,HBS1L,81.30783,1.6044543,0.0,0.0
Cluster 1,AHCY,81.00528,1.8719623,0.0,0.0
Cluster 1,IER3,80.975395,2.1919765,0.0,0.0
Cluster 1,SPCS1,80.914635,1.6004455,0.0,0.0
Cluster 1,NRP2,80.862335,1.8409879,0.0,0.0
Cluster 1,FADS2,80.81462,2.090274,0.0,0.0
Cluster 1,XPO5,80.72636,2.1043417,0.0,0.0
Cluster 1,PTDSS1,80.67663,2.1018865,0.0,0.0
Cluster 1,NR4A1,80.59713,1.9824332,0.0,0.0
Cluster 1,EIF4A3,80.50982,1.7820982,0.0,0.0
Cluster 1,RMND5A,80.50688,1.8849945,0.0,0.0
Cluster 1,EMC10,80.19993,1.7265853,0.0,0.0
Cluster 1,NPLOC4,80.184425,1.869834,0.0,0.0
Cluster 1,TAF1D,80.11724,2.202933,0.0,0.0
Cluster 1,LDHB,80.06144,1.6927618,0.0,0.0
Cluster 1,AGO2,79.91324,2.1132286,0.0,0.0
Cluster 1,NDUFAB1,79.63948,1.5653179,0.0,0.0
Cluster 1,PKP3,79.5074,2.1410806,0.0,0.0
Cluster 1,YAP1,79.501785,1.8083476,0.0,0.0
Cluster 1,POLR2H,79.42704,1.8412412,0.0,0.0
Cluster 1,DDR1,79.37174,2.2544491,0.0,0.0
Cluster 1,IP6K2,79.340706,2.014612,0.0,0.0
Cluster 1,HSD11B2,79.28587,2.011486,0.0,0.0
Cluster 1,CBX3,79.20522,1.6333306,0.0,0.0
Cluster 1,CHMP4B,79.03664,1.6034538,0.0,0.0
Cluster 1,TXNDC5,78.89783,1.1255604,0.0,0.0
Cluster 1,RAB10,78.88994,1.383116,0.0,0.0
Cluster 1,C8orf33,78.87365,2.1438677,0.0,0.0
Cluster 1,MLLT3,78.849266,1.8863149,0.0,0.0
Cluster 1,USP9X,78.77528,1.5303876,0.0,0.0
Cluster 1,EHF,78.70104,2.0783916,0.0,0.0
Cluster 1,SMC1A,78.41579,2.1056607,0.0,0.0
Cluster 1,YBX3,78.31245,1.212434,0.0,0.0
Cluster 1,ADRM1,78.16568,1.9439638,0.0,0.0
Cluster 1,S100A16,78.00486,1.5765834,0.0,0.0
Cluster 1,COX6A1,77.939995,1.5749538,0.0,0.0
Cluster 1,SETD5,77.9357,1.8613504,0.0,0.0
Cluster 1,PRDX4,77.91951,1.848979,0.0,0.0
Cluster 1,TRIB1,77.8768,2.3375306,0.0,0.0
Cluster 1,EIF4A2,77.87495,1.5974715,0.0,0.0
Cluster 1,PLXNB2,77.871956,1.5357069,0.0,0.0
Cluster 1,ATP5MG,77.69668,1.4690524,0.0,0.0
Cluster 1,NOP56,77.61585,2.25976,0.0,0.0
Cluster 1,HOXB9,77.61315,2.2058794,0.0,0.0
Cluster 1,ZNRF2,77.56577,1.8405819,0.0,0.0
Cluster 1,SNRPB,77.44938,1.9640471,0.0,0.0
Cluster 1,CDX2,77.33241,2.1514404,0.0,0.0
Cluster 1,SMARCA4,77.1856,1.8052601,0.0,0.0
Cluster 1,TPX2,76.94779,2.3817313,0.0,0.0
Cluster 1,MCM3,76.85869,2.1206007,0.0,0.0
Cluster 1,SLC1A5,76.80468,1.879779,0.0,0.0
Cluster 1,FOXO3,76.71144,1.6409705,0.0,0.0
Cluster 1,CAPN1,76.68067,1.6351539,0.0,0.0
Cluster 1,TMEM238,76.65779,1.8450361,0.0,0.0
Cluster 1,STK39,76.564476,1.8566926,0.0,0.0
Cluster 1,FAM120A,76.30662,1.5111296,0.0,0.0
Cluster 1,MYO1B,76.240715,1.8478156,0.0,0.0
Cluster 1,SSRP1,76.22783,1.6083187,0.0,0.0
Cluster 1,RCN1,76.13626,2.0157712,0.0,0.0
Cluster 1,NDUFV1,76.10434,1.4694575,0.0,0.0
Cluster 1,TAP1,75.897224,1.8156327,0.0,0.0
Cluster 1,EVPL,75.89109,2.316714,0.0,0.0
Cluster 1,EPS8,75.658936,1.6958066,0.0,0.0
Cluster 1,POF1B,75.65559,1.9507296,0.0,0.0
Cluster 1,JPT2,75.58737,1.8101662,0.0,0.0
Cluster 1,EIF3H,75.0939,1.6351881,0.0,0.0
Cluster 1,SAT1,75.0048,1.1399645,0.0,0.0
Cluster 1,TRAPPC9,74.815186,2.336369,0.0,0.0
Cluster 1,PREP,74.796425,2.131867,0.0,0.0
Cluster 1,STX16,74.69164,1.7790077,0.0,0.0
Cluster 1,ITM2C,74.46058,0.98867357,0.0,0.0
Cluster 1,CPNE3,74.32433,1.5628691,0.0,0.0
Cluster 1,NOP16,74.32039,1.8674455,0.0,0.0
Cluster 1,DPM1,74.307365,1.7949483,0.0,0.0
Cluster 1,SPTBN1,74.22454,1.8754725,0.0,0.0
Cluster 1,SPG7,73.863205,1.783947,0.0,0.0
Cluster 1,ASXL1,73.80204,1.6543189,0.0,0.0
Cluster 1,SSR2,73.5937,1.2520534,0.0,0.0
Cluster 1,DYNC1LI2,73.48281,1.4631814,0.0,0.0
Cluster 1,CD2AP,73.47082,1.7049794,0.0,0.0
Cluster 1,YWHAE,73.46066,1.3153496,0.0,0.0
Cluster 1,SNU13,73.09204,1.5311389,0.0,0.0
Cluster 1,NFKBIZ,73.00345,1.9086255,0.0,0.0
Cluster 1,DTX3L,72.97083,1.6630785,0.0,0.0
Cluster 1,EIF2A,72.95377,1.5037155,0.0,0.0
Cluster 1,SELENOF,72.863754,1.6277918,0.0,0.0
Cluster 1,STK24,72.83728,1.3815607,0.0,0.0
Cluster 1,PPP2R1B,72.62616,1.9474235,0.0,0.0
Cluster 1,HGS,72.592415,1.7763067,0.0,0.0
Cluster 1,ANKRD10,72.533165,1.6445204,0.0,0.0
Cluster 1,TSPAN13,72.43095,1.821886,0.0,0.0
Cluster 1,UBE2V1,72.31273,1.4214883,0.0,0.0
Cluster 1,SERINC5,72.27791,2.0728166,0.0,0.0
Cluster 1,RNF114,72.229576,1.8776602,0.0,0.0
Cluster 1,F11R,72.20062,2.0796664,0.0,0.0
Cluster 1,LAD1,72.196686,1.9807911,0.0,0.0
Cluster 1,SLC38A10,72.14456,1.7688906,0.0,0.0
Cluster 1,ATP2A2,71.96989,1.586685,0.0,0.0
Cluster 1,GMDS,71.61186,1.7298727,0.0,0.0
