,group,names,scores,logfoldchanges,pvals,pvals_adj
81120,Strom,TBRG4,-14.291708,-0.47480774,2.4648842977628507e-46,2.4202613923723162e-45
81121,Strom,SCIN,-14.306501,-1.7784909,1.992899334682096e-46,1.959488164554986e-45
81122,Strom,DHFR,-14.309728,-0.79725116,1.902580495172066e-46,1.8711085887761274e-45
81123,Strom,VPS37B,-14.317244,-0.4697332,1.7076262548219132e-46,1.6812893439763885e-45
81124,Strom,GRHL2,-14.3187475,-4.620152,1.671084874549651e-46,1.6460604355998633e-45
81125,Strom,LACTB2,-14.32473,-0.57308984,1.5332213802297636e-46,1.5112932766819545e-45
81126,Strom,JPH1,-14.325485,-3.0703776,1.5166555033622418e-46,1.495304863246573e-45
81127,Strom,MET,-14.340706,-0.4840688,1.2181081633777554e-46,1.2020555751782035e-45
81128,Strom,TNS4,-14.353224,-3.4877474,1.016973342815916e-46,1.0047167364473516e-45
81129,Strom,UBE2T,-14.372468,-1.0307343,7.703597286135689e-47,7.615968427101984e-46
81130,Strom,CAB39,-14.378541,-0.52075166,7.056650963848593e-47,6.9811649603953095e-46
81131,Strom,DKC1,-14.379154,-0.60595727,6.994416466555543e-47,6.9211781779939875e-46
81132,Strom,MYBL2,-14.401594,-1.9680579,5.056328957809018e-47,5.006818347103407e-46
81133,Strom,UXT,-14.41706,-0.35007063,4.0419504699944745e-47,4.006956029370152e-46
81134,Strom,EIF2AK1,-14.43236,-0.41417244,3.2381094939995986e-47,3.2130182283193634e-46
81135,Strom,PRF1,-14.471199,-4.026254,1.8423323779648754e-47,1.83225712277288e-46
81136,Strom,BCAS4,-14.504788,-2.4216628,1.1298525970220944e-47,1.1244488412120093e-46
81137,Strom,IL16,-14.510102,-2.241543,1.0456510691479638e-47,1.0418478263089817e-46
