"group","names","p.value","FDR","summary.AUC","AUC.VEGFA.","AUC.Surface.epithelium","AUC.Outer.surface","AUC.Crypt","AUC.FDCSP.epithelium","AUC.Basal.cells"
"Basal cells","S100A2",0.712812427322761,1,0.42156862745098,0.5,0.42156862745098,0.502923976608187,0.605437178545187,0.491228070175439,NA
"Basal cells","RPLP0",0.843620009320161,1,0.418859649122807,0.854066985645933,0.876470588235294,0.871345029239766,0.457016899338722,0.418859649122807,NA
"Basal cells","RPS29",0.893591812674768,1,0.418074944893461,0.717703349282297,0.72156862745098,0.625730994152047,0.418074944893461,0.578947368421053,NA
"Basal cells","COX6C",0.898970130760787,1,0.412931667891256,0.519138755980861,0.598039215686274,0.456140350877193,0.412931667891256,0.451754385964912,NA
"Basal cells","NPM1",0.85179846499872,1,0.412280701754386,0.57177033492823,0.749019607843137,0.695906432748538,0.471711976487877,0.412280701754386,NA
"Basal cells","RPL29",0.89735412040187,1,0.411462160176341,0.791866028708134,0.880392156862745,0.812865497076023,0.411462160176341,0.456140350877193,NA
"Basal cells","UQCRH",0.903425088112791,1,0.409803921568627,0.54066985645933,0.409803921568627,0.549707602339181,0.436443791329904,0.458333333333333,NA
"Basal cells","RPL36A",0.921524113581207,1,0.40852314474651,0.688995215311005,0.780392156862745,0.631578947368421,0.40852314474651,0.43421052631579,NA
"Basal cells","RPS18",0.924024895289521,1,0.40852314474651,0.81578947368421,0.905882352941176,0.83625730994152,0.40852314474651,0.418859649122807,NA
"Basal cells","ATOX1",0.91324733489217,1,0.407053637031594,0.41866028708134,0.409803921568627,0.450292397660819,0.407053637031594,0.392543859649123,NA
"Basal cells","EEF1B2",0.96115467498407,1,0.406318883174137,0.657894736842105,0.8,0.713450292397661,0.406318883174137,0.43859649122807,NA
